persona_idno,persona_x_lugares_id,documento_idno,lugar_id,situacion_lugar,ordinal
mx-sv-per-007079,6592,mx-sv-doc-002577,86,Vecindad,1
mx-sv-per-007069,6592,mx-sv-doc-002577,86,Vecindad,1
mx-sv-per-002175,6592,mx-sv-doc-002577,86,Vecindad,1
mx-sv-per-007080,6593,mx-sv-doc-002578,86,,-1
mx-sv-per-007081,6593,mx-sv-doc-002578,86,,-1
mx-sv-per-007080,6594,mx-sv-doc-002578,86,,1
mx-sv-per-007081,6594,mx-sv-doc-002578,86,,1
mx-sv-per-007082,6595,mx-sv-doc-002578,86,Vecindad,1
mx-sv-per-007083,6595,mx-sv-doc-002578,86,Vecindad,1
mx-sv-per-007084,6596,mx-sv-doc-002579,86,,-1
mx-sv-per-007084,6597,mx-sv-doc-002579,86,,1
mx-sv-per-007069,6598,mx-sv-doc-002579,86,Vecindad,1
mx-sv-per-003286,6598,mx-sv-doc-002579,86,Vecindad,1
mx-sv-per-002175,6598,mx-sv-doc-002579,86,Vecindad,1
mx-sv-per-007085,6599,mx-sv-doc-002580,139,,-1
mx-sv-per-007085,6600,mx-sv-doc-002580,86,,1
mx-sv-per-007086,6601,mx-sv-doc-002580,139,Vecindad,1
mx-sv-per-003654,6602,mx-sv-doc-002580,86,Vecindad,1
mx-sv-per-007087,6603,mx-sv-doc-002580,86,Vecindad,1
mx-sv-per-007088,6604,mx-sv-doc-002581,86,,-1
mx-sv-per-007088,6605,mx-sv-doc-002581,311,,1
mx-sv-per-003654,6606,mx-sv-doc-002581,86,Vecindad,1
mx-sv-per-007089,6607,mx-sv-doc-002581,311,Vecindad,1
mx-sv-per-007090,6608,mx-sv-doc-002582,86,,-1
mx-sv-per-007090,6609,mx-sv-doc-002582,86,,1
mx-sv-per-007091,6610,mx-sv-doc-002582,86,Vecindad,1
mx-sv-per-003654,6611,mx-sv-doc-002582,86,Vecindad,1
mx-sv-per-007092,6612,mx-sv-doc-002583,312,,-2
mx-sv-per-007092,6613,mx-sv-doc-002583,313,,-1
mx-sv-per-007092,6614,mx-sv-doc-002583,86,,1
mx-sv-per-007093,6615,mx-sv-doc-002583,313,Vecindad,1
mx-sv-per-007093,6616,mx-sv-doc-002583,86,Residencia,1
mx-sv-per-003654,6617,mx-sv-doc-002583,86,Vecindad,1
mx-sv-per-007094,6618,mx-sv-doc-002584,86,,-1
mx-sv-per-007094,6619,mx-sv-doc-002584,86,,1
mx-sv-per-002921,6620,mx-sv-doc-002584,86,Vecindad,1
mx-sv-per-007095,6620,mx-sv-doc-002584,86,Vecindad,1
mx-sv-per-007069,6620,mx-sv-doc-002584,86,Vecindad,1
mx-sv-per-002175,6620,mx-sv-doc-002584,86,Vecindad,1
mx-sv-per-007096,6621,mx-sv-doc-002585,146,,-2
mx-sv-per-007096,6622,mx-sv-doc-002585,86,,-1
mx-sv-per-007096,6623,mx-sv-doc-002585,218,,1
mx-sv-per-007097,6624,mx-sv-doc-002585,146,,1
mx-sv-per-003694,6625,mx-sv-doc-002585,123,Vecindad,1
mx-sv-per-003694,6626,mx-sv-doc-002585,86,Residencia,2
mx-sv-per-002910,6627,mx-sv-doc-002585,218,Vecindad,1
mx-sv-per-007098,6628,mx-sv-doc-002586,86,,-1
mx-sv-per-007098,6629,mx-sv-doc-002586,123,,1
mx-sv-per-007099,6630,mx-sv-doc-002586,123,Vecindad,1
mx-sv-per-007099,6631,mx-sv-doc-002586,86,Residencia,2
mx-sv-per-007100,6632,mx-sv-doc-002586,123,Vecindad,1
mx-sv-per-007101,6633,mx-sv-doc-002587,146,,-2
mx-sv-per-007101,6634,mx-sv-doc-002587,86,,-1
mx-sv-per-007101,6635,mx-sv-doc-002587,218,,1
mx-sv-per-007102,6636,mx-sv-doc-002587,146,Vecindad,1
mx-sv-per-002998,6637,mx-sv-doc-002587,86,Vecindad,1
mx-sv-per-002910,6638,mx-sv-doc-002587,218,Vecindad,1
mx-sv-per-007103,6639,mx-sv-doc-002588,86,,-1
mx-sv-per-007103,6640,mx-sv-doc-002588,133,,1
mx-sv-per-007104,6641,mx-sv-doc-002588,86,Vecindad,1
mx-sv-per-007105,6642,mx-sv-doc-002588,133,Vecindad,1
mx-sv-per-007106,6643,mx-sv-doc-002589,123,,-2
mx-sv-per-007106,6644,mx-sv-doc-002589,86,,-1
mx-sv-per-007106,6645,mx-sv-doc-002589,218,,1
mx-sv-per-007099,6646,mx-sv-doc-002589,123,Vecindad,1
mx-sv-per-007107,6647,mx-sv-doc-002589,86,Vecindad,1
mx-sv-per-002910,6648,mx-sv-doc-002589,218,Vecindad,1
mx-sv-per-007108,6649,mx-sv-doc-002590,86,,-1
mx-sv-per-007108,6650,mx-sv-doc-002590,86,,1
mx-sv-per-001033,6651,mx-sv-doc-002590,86,Vecindad,1
mx-sv-per-003453,6651,mx-sv-doc-002590,86,Vecindad,1
mx-sv-per-003999,6651,mx-sv-doc-002590,86,Vecindad,1
mx-sv-per-007109,6652,mx-sv-doc-002591,86,,-1
mx-sv-per-007109,6653,mx-sv-doc-002591,86,,1
mx-sv-per-003344,6654,mx-sv-doc-002591,86,Vecindad,1
mx-sv-per-007069,6654,mx-sv-doc-002591,86,Vecindad,1
mx-sv-per-007110,6655,mx-sv-doc-002592,86,,-1
mx-sv-per-007110,6656,mx-sv-doc-002592,280,,1
mx-sv-per-003344,6657,mx-sv-doc-002592,86,Vecindad,1
mx-sv-per-007111,6658,mx-sv-doc-002592,280,Vecindad,1
mx-sv-per-007111,6659,mx-sv-doc-002592,86,Residencia,2
mx-sv-per-006191,6660,mx-sv-doc-002593,86,,-1
mx-sv-per-006191,6661,mx-sv-doc-002593,218,,1
mx-sv-per-003464,6662,mx-sv-doc-002593,86,Vecindad,1
mx-sv-per-002910,6663,mx-sv-doc-002593,218,Vecindad,1
mx-sv-per-007112,6664,mx-sv-doc-002594,86,,-1
mx-sv-per-007112,6665,mx-sv-doc-002594,133,,1
mx-sv-per-007113,6666,mx-sv-doc-002594,86,Vecindad,1
mx-sv-per-003668,6666,mx-sv-doc-002594,86,Vecindad,1
mx-sv-per-007105,6667,mx-sv-doc-002594,133,Vecindad,1
mx-sv-per-007105,6668,mx-sv-doc-002594,86,Residencia,2
mx-sv-per-007114,6669,mx-sv-doc-002595,146,,-1
mx-sv-per-007114,6670,mx-sv-doc-002595,86,,1
mx-sv-per-007115,6671,mx-sv-doc-002595,146,Vecindad,1
mx-sv-per-002998,6672,mx-sv-doc-002595,86,Vecindad,1
mx-sv-per-007116,6673,mx-sv-doc-002595,86,,1
mx-sv-per-007117,6674,mx-sv-doc-002596,86,,-1
mx-sv-per-007117,6675,mx-sv-doc-002596,133,,1
mx-sv-per-007061,6676,mx-sv-doc-002596,86,Vecindad,1
mx-sv-per-007118,6676,mx-sv-doc-002596,86,Vecindad,1
mx-sv-per-003263,6677,mx-sv-doc-002596,133,Vecindad,1
mx-sv-per-007119,6678,mx-sv-doc-002597,86,,-1
mx-sv-per-007119,6679,mx-sv-doc-002597,86,,1
mx-sv-per-007120,6680,mx-sv-doc-002597,86,Vecindad,1
mx-sv-per-007121,6680,mx-sv-doc-002597,86,Vecindad,1
mx-sv-per-007099,6680,mx-sv-doc-002597,86,Vecindad,1
mx-sv-per-007122,6681,mx-sv-doc-002598,86,,-1
mx-sv-per-007122,6682,mx-sv-doc-002598,138,,1
mx-sv-per-003344,6683,mx-sv-doc-002598,86,Vecindad,1
mx-sv-per-007123,6684,mx-sv-doc-002598,138,Vecindad,1
mx-sv-per-007124,6685,mx-sv-doc-002599,86,,-1
mx-sv-per-007124,6686,mx-sv-doc-002599,86,,1
mx-sv-per-003454,6687,mx-sv-doc-002599,86,Vecindad,1
mx-sv-per-007125,6687,mx-sv-doc-002599,86,Vecindad,1
mx-sv-per-002582,6687,mx-sv-doc-002599,86,Vecindad,1
mx-sv-per-007126,6688,mx-sv-doc-002600,277,,1
mx-sv-per-007127,6689,mx-sv-doc-002600,277,vecino,1
mx-sv-per-007128,6690,mx-sv-doc-002600,277,vecino,1
mx-sv-per-007129,6691,mx-sv-doc-002601,277,vecino,1
mx-sv-per-007129,6692,mx-sv-doc-002601,293,lugar anterior 1,-1
mx-sv-per-007130,6693,mx-sv-doc-002601,293,vecino,1
mx-sv-per-007131,6694,mx-sv-doc-002601,277,vecino,1
mx-sv-per-007132,6695,mx-sv-doc-002601,114,vecino,1
mx-sv-per-007133,6696,mx-sv-doc-002601,293,vecino,1
mx-sv-per-007134,6697,mx-sv-doc-002602,277,,1
mx-sv-per-006121,6698,mx-sv-doc-002602,277,vecino,1
mx-sv-per-007135,6699,mx-sv-doc-002602,277,vecino,1
mx-sv-per-006688,6700,mx-sv-doc-002602,277,vecino,1
mx-sv-per-007136,6701,mx-sv-doc-002603,277,lugar anterior 1,-1
mx-sv-per-007136,6702,mx-sv-doc-002603,277,,1
mx-sv-per-006078,6703,mx-sv-doc-002603,277,vecino,1
mx-sv-per-006091,6704,mx-sv-doc-002603,146,vecino,1
mx-sv-per-007137,6705,mx-sv-doc-002604,277,lugar anterior 1,-1
mx-sv-per-007137,6706,mx-sv-doc-002604,277,,1
mx-sv-per-007139,6707,mx-sv-doc-002604,280,vecino,1
mx-sv-per-006659,6708,mx-sv-doc-002604,303,vecino,1
mx-sv-per-007140,6709,mx-sv-doc-002605,277,lugar anterior 1,-1
mx-sv-per-007140,6710,mx-sv-doc-002605,277,,1
mx-sv-per-007140,6711,mx-sv-doc-002605,194,,2
mx-sv-per-007146,6712,mx-sv-doc-002605,194,vecino,1
mx-sv-per-007147,6713,mx-sv-doc-002606,277,,1
mx-sv-per-007148,6714,mx-sv-doc-002606,277,vecino,1
mx-sv-per-007150,6715,mx-sv-doc-002606,262,vecino,1
mx-sv-per-007151,6716,mx-sv-doc-002606,262,vecino,1
mx-sv-per-007152,6717,mx-sv-doc-002607,96,,-1
mx-sv-per-007153,6717,mx-sv-doc-002607,96,,-1
mx-sv-per-007154,6717,mx-sv-doc-002607,96,,-1
mx-sv-per-007155,6717,mx-sv-doc-002607,96,,-1
mx-sv-per-007156,6717,mx-sv-doc-002607,96,,-1
mx-sv-per-007157,6717,mx-sv-doc-002607,96,,-1
mx-sv-per-007158,6717,mx-sv-doc-002607,96,,-1
mx-sv-per-007159,6717,mx-sv-doc-002607,96,,-1
mx-sv-per-007160,6717,mx-sv-doc-002607,96,,-1
mx-sv-per-007161,6717,mx-sv-doc-002607,96,,-1
mx-sv-per-007168,6718,mx-sv-doc-002608,96,,-1
mx-sv-per-007169,6718,mx-sv-doc-002608,96,,-1
mx-sv-per-007170,6718,mx-sv-doc-002608,96,,-1
mx-sv-per-007171,6718,mx-sv-doc-002608,96,,-1
mx-sv-per-007172,6718,mx-sv-doc-002608,96,,-1
mx-sv-per-007162,6718,mx-sv-doc-002608,96,,-1
mx-sv-per-007163,6718,mx-sv-doc-002608,96,,-1
mx-sv-per-007164,6718,mx-sv-doc-002608,96,,-1
mx-sv-per-007165,6718,mx-sv-doc-002608,96,,-1
mx-sv-per-007166,6718,mx-sv-doc-002608,96,,-1
mx-sv-per-007167,6718,mx-sv-doc-002608,96,,-1
mx-sv-per-007173,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007174,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007175,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007176,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007177,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007178,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007179,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007180,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007181,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007182,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007183,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007184,6719,mx-sv-doc-002609,96,,-1
mx-sv-per-007185,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007186,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007187,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007188,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007189,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007190,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007191,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007192,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007193,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007194,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007195,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007196,6720,mx-sv-doc-002610,96,,-1
mx-sv-per-007200,6721,mx-sv-doc-002611,96,,-1
mx-sv-per-007201,6721,mx-sv-doc-002611,96,,-1
mx-sv-per-007202,6721,mx-sv-doc-002611,96,,-1
mx-sv-per-007203,6721,mx-sv-doc-002611,96,,-1
mx-sv-per-007204,6721,mx-sv-doc-002611,96,,-1
mx-sv-per-007205,6721,mx-sv-doc-002611,96,,-1
mx-sv-per-007206,6721,mx-sv-doc-002611,96,,-1
mx-sv-per-007207,6721,mx-sv-doc-002611,96,,-1
mx-sv-per-007197,6721,mx-sv-doc-002611,96,,-1
mx-sv-per-007198,6721,mx-sv-doc-002611,96,,-1
mx-sv-per-007199,6721,mx-sv-doc-002611,96,,-1
mx-sv-per-007208,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007209,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007210,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007211,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007212,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007213,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007214,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007215,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007216,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007217,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007218,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007219,6722,mx-sv-doc-002612,151,,-1
mx-sv-per-007220,6723,mx-sv-doc-002613,96,,-1
mx-sv-per-007221,6723,mx-sv-doc-002613,96,,-1
mx-sv-per-007222,6723,mx-sv-doc-002613,96,,-1
mx-sv-per-007223,6723,mx-sv-doc-002613,96,,-1
mx-sv-per-007224,6723,mx-sv-doc-002613,96,,-1
mx-sv-per-007225,6723,mx-sv-doc-002613,96,,-1
mx-sv-per-007226,6723,mx-sv-doc-002613,96,,-1
mx-sv-per-007232,6724,mx-sv-doc-002614,96,,-1
mx-sv-per-007233,6724,mx-sv-doc-002614,96,,-1
mx-sv-per-007227,6724,mx-sv-doc-002614,96,,-1
mx-sv-per-007228,6724,mx-sv-doc-002614,96,,-1
mx-sv-per-007229,6724,mx-sv-doc-002614,96,,-1
mx-sv-per-007230,6724,mx-sv-doc-002614,96,,-1
mx-sv-per-007231,6724,mx-sv-doc-002614,96,,-1
mx-sv-per-007234,6725,mx-sv-doc-002615,96,,-1
mx-sv-per-007235,6725,mx-sv-doc-002615,96,,-1
mx-sv-per-007236,6725,mx-sv-doc-002615,96,,-1
mx-sv-per-007237,6725,mx-sv-doc-002615,96,,-1
mx-sv-per-007238,6725,mx-sv-doc-002615,96,,-1
mx-sv-per-007239,6725,mx-sv-doc-002615,96,,-1
mx-sv-per-007240,6725,mx-sv-doc-002615,96,,-1
mx-sv-per-007241,6725,mx-sv-doc-002615,96,,-1
mx-sv-per-007242,6726,mx-sv-doc-002616,96,,-1
mx-sv-per-007243,6726,mx-sv-doc-002616,96,,-1
mx-sv-per-007244,6726,mx-sv-doc-002616,96,,-1
mx-sv-per-007245,6726,mx-sv-doc-002616,96,,-1
mx-sv-per-007246,6726,mx-sv-doc-002616,96,,-1
mx-sv-per-007247,6726,mx-sv-doc-002616,96,,-1
mx-sv-per-007248,6726,mx-sv-doc-002616,96,,-1
mx-sv-per-007249,6727,mx-sv-doc-002617,96,,-1
mx-sv-per-007250,6727,mx-sv-doc-002617,96,,-1
mx-sv-per-007251,6727,mx-sv-doc-002617,96,,-1
mx-sv-per-007252,6727,mx-sv-doc-002617,96,,-1
mx-sv-per-007253,6727,mx-sv-doc-002617,96,,-1
mx-sv-per-007254,6727,mx-sv-doc-002617,96,,-1
mx-sv-per-007255,6727,mx-sv-doc-002617,96,,-1
mx-sv-per-007256,6727,mx-sv-doc-002617,96,,-1
mx-sv-per-007257,6727,mx-sv-doc-002617,96,,-1
mx-sv-per-007258,6727,mx-sv-doc-002617,96,,-1
mx-sv-per-007264,6728,mx-sv-doc-002618,96,,-1
mx-sv-per-007265,6728,mx-sv-doc-002618,96,,-1
mx-sv-per-007259,6728,mx-sv-doc-002618,96,,-1
mx-sv-per-007260,6728,mx-sv-doc-002618,96,,-1
mx-sv-per-007261,6728,mx-sv-doc-002618,96,,-1
mx-sv-per-007262,6728,mx-sv-doc-002618,96,,-1
mx-sv-per-007263,6728,mx-sv-doc-002618,96,,-1
mx-sv-per-007266,6729,mx-sv-doc-002619,96,,-1
mx-sv-per-007267,6729,mx-sv-doc-002619,96,,-1
mx-sv-per-007268,6729,mx-sv-doc-002619,96,,-1
mx-sv-per-007269,6729,mx-sv-doc-002619,96,,-1
mx-sv-per-007270,6729,mx-sv-doc-002619,96,,-1
mx-sv-per-007271,6729,mx-sv-doc-002619,96,,-1
mx-sv-per-007272,6730,mx-sv-doc-002620,96,,-1
mx-sv-per-007273,6730,mx-sv-doc-002620,96,,-1
mx-sv-per-007274,6730,mx-sv-doc-002620,96,,-1
mx-sv-per-007275,6730,mx-sv-doc-002620,96,,-1
mx-sv-per-007276,6730,mx-sv-doc-002620,96,,-1
mx-sv-per-007277,6730,mx-sv-doc-002620,96,,-1
mx-sv-per-007278,6730,mx-sv-doc-002620,96,,-1
mx-sv-per-007279,6731,mx-sv-doc-002621,96,,-1
mx-sv-per-007280,6731,mx-sv-doc-002621,96,,-1
mx-sv-per-007281,6731,mx-sv-doc-002621,96,,-1
mx-sv-per-007282,6731,mx-sv-doc-002621,96,,-1
mx-sv-per-007283,6731,mx-sv-doc-002621,96,,-1
mx-sv-per-007284,6731,mx-sv-doc-002621,96,,-1
mx-sv-per-007285,6732,mx-sv-doc-002622,96,,-1
mx-sv-per-007286,6732,mx-sv-doc-002622,96,,-1
mx-sv-per-007287,6732,mx-sv-doc-002622,96,,-1
mx-sv-per-007288,6732,mx-sv-doc-002622,96,,-1
mx-sv-per-007289,6732,mx-sv-doc-002622,96,,-1
mx-sv-per-007290,6732,mx-sv-doc-002622,96,,-1
mx-sv-per-007291,6732,mx-sv-doc-002622,96,,-1
mx-sv-per-007296,6733,mx-sv-doc-002623,96,,-1
mx-sv-per-007297,6733,mx-sv-doc-002623,96,,-1
mx-sv-per-007292,6733,mx-sv-doc-002623,96,,-1
mx-sv-per-007293,6733,mx-sv-doc-002623,96,,-1
mx-sv-per-007294,6733,mx-sv-doc-002623,96,,-1
mx-sv-per-007295,6733,mx-sv-doc-002623,96,,-1
mx-sv-per-007298,6734,mx-sv-doc-002624,96,,-1
mx-sv-per-007299,6734,mx-sv-doc-002624,96,,-1
mx-sv-per-007300,6734,mx-sv-doc-002624,96,,-1
mx-sv-per-007301,6734,mx-sv-doc-002624,96,,-1
mx-sv-per-007302,6734,mx-sv-doc-002624,96,,-1
mx-sv-per-007303,6734,mx-sv-doc-002624,96,,-1
mx-sv-per-007304,6734,mx-sv-doc-002624,96,,-1
mx-sv-per-007147,6736,mx-sv-doc-002625,277,,1
mx-sv-per-007149,6737,mx-sv-doc-002625,277,vecino,1
mx-sv-per-004713,6738,mx-sv-doc-002625,277,vecino,1
mx-sv-per-007306,6739,mx-sv-doc-002626,277,lugar anterior 1,-1
mx-sv-per-007306,6740,mx-sv-doc-002626,277,,1
mx-sv-per-007307,6741,mx-sv-doc-002626,277,vecino,1
mx-sv-per-006090,6742,mx-sv-doc-002626,277,vecino,1
mx-sv-per-007309,6743,mx-sv-doc-002626,277,vecino,1
mx-sv-per-007310,6744,mx-sv-doc-002627,315,lugar anterior 1,-1
mx-sv-per-007310,6745,mx-sv-doc-002627,277,,1
mx-sv-per-007311,6746,mx-sv-doc-002627,277,vecino,1
mx-sv-per-007312,6747,mx-sv-doc-002627,315,vecino,1
mx-sv-per-007313,6748,mx-sv-doc-002627,315,vecino,1
mx-sv-per-007314,6749,mx-sv-doc-002628,86,lugar anterior 1,-1
mx-sv-per-007314,6751,mx-sv-doc-002628,277,,1
mx-sv-per-006625,6752,mx-sv-doc-002628,277,vecino,1
mx-sv-per-007316,6753,mx-sv-doc-002628,279,vecino,1
mx-sv-per-007317,6754,mx-sv-doc-002628,86,vecino,1
mx-sv-per-007318,6755,mx-sv-doc-002629,277,,1
mx-sv-per-007318,6756,mx-sv-doc-002629,277,lugar anterior 1,-1
mx-sv-per-007131,6757,mx-sv-doc-002629,277,vecino,1
mx-sv-per-007119,6758,mx-sv-doc-002630,86,,-1
mx-sv-per-007119,6759,mx-sv-doc-002630,145,,1
mx-sv-per-007099,6760,mx-sv-doc-002630,86,Vecindad,1
mx-sv-per-007105,6761,mx-sv-doc-002630,145,Vecindad,1
mx-sv-per-007323,6762,mx-sv-doc-002631,86,,-1
mx-sv-per-007323,6763,mx-sv-doc-002631,86,,1
mx-sv-per-007113,6764,mx-sv-doc-002631,86,,1
mx-sv-per-003588,6765,mx-sv-doc-002631,86,Vecindad,1
mx-sv-per-007324,6766,mx-sv-doc-002632,86,,-1
mx-sv-per-007324,6767,mx-sv-doc-002632,86,,1
mx-sv-per-003336,6768,mx-sv-doc-002632,86,Vecindad,1
mx-sv-per-002998,6768,mx-sv-doc-002632,86,Vecindad,1
mx-sv-per-003399,6768,mx-sv-doc-002632,86,Vecindad,1
mx-sv-per-007325,6769,mx-sv-doc-002633,86,,-1
mx-sv-per-007325,6770,mx-sv-doc-002633,86,,1
mx-sv-per-007326,6771,mx-sv-doc-002633,86,Vecindad,1
mx-sv-per-007327,6771,mx-sv-doc-002633,86,Vecindad,1
mx-sv-per-007328,6772,mx-sv-doc-002634,86,,-1
mx-sv-per-007328,6773,mx-sv-doc-002634,86,,1
mx-sv-per-007329,6774,mx-sv-doc-002634,86,Vecindad,1
mx-sv-per-007067,6774,mx-sv-doc-002634,86,Vecindad,1
mx-sv-per-007330,6775,mx-sv-doc-002635,86,,-1
mx-sv-per-007330,6776,mx-sv-doc-002635,297,,1
mx-sv-per-004051,6777,mx-sv-doc-002635,86,,1
mx-sv-per-007070,6778,mx-sv-doc-002635,297,Vecindad,1
mx-sv-per-007331,6779,mx-sv-doc-002636,86,,-1
mx-sv-per-007331,6780,mx-sv-doc-002636,297,,1
mx-sv-per-007332,6781,mx-sv-doc-002636,86,Vecindad,1
mx-sv-per-004046,6781,mx-sv-doc-002636,86,Vecindad,1
mx-sv-per-007070,6782,mx-sv-doc-002636,297,Vecindad,1
mx-sv-per-007333,6783,mx-sv-doc-002637,236,,-1
mx-sv-per-007333,6784,mx-sv-doc-002637,86,,1
mx-sv-per-007334,6785,mx-sv-doc-002637,236,Vecindad,1
mx-sv-per-007335,6786,mx-sv-doc-002637,86,Residencia,1
mx-sv-per-007336,6787,mx-sv-doc-002637,86,Vecindad,1
mx-sv-per-007054,6788,mx-sv-doc-002638,86,,-1
mx-sv-per-007054,6789,mx-sv-doc-002638,86,,1
mx-sv-per-007056,6790,mx-sv-doc-002638,86,Vecindad,1
mx-sv-per-004051,6790,mx-sv-doc-002638,86,Vecindad,1
mx-sv-per-007337,6791,mx-sv-doc-002639,86,,-1
mx-sv-per-007338,6791,mx-sv-doc-002639,86,,-1
mx-sv-per-007337,6792,mx-sv-doc-002639,86,,1
mx-sv-per-007338,6792,mx-sv-doc-002639,86,,1
mx-sv-per-007339,6793,mx-sv-doc-002639,86,Vecindad,1
mx-sv-per-007340,6793,mx-sv-doc-002639,86,Vecindad,1
mx-sv-per-007341,6794,mx-sv-doc-002640,86,,-1
mx-sv-per-007341,6795,mx-sv-doc-002640,111,,1
mx-sv-per-003988,6796,mx-sv-doc-002640,86,Vecindad,1
mx-sv-per-006148,6797,mx-sv-doc-002640,111,Vecindad,1
mx-sv-per-007342,6798,mx-sv-doc-002641,300,,-1
mx-sv-per-007342,6799,mx-sv-doc-002641,86,,1
mx-sv-per-007344,6800,mx-sv-doc-002641,300,Vecindad,1
mx-sv-per-007343,6800,mx-sv-doc-002641,300,Vecindad,1
mx-sv-per-003454,6801,mx-sv-doc-002641,86,Vecindad,1
mx-sv-per-007345,6802,mx-sv-doc-002642,86,,-1
mx-sv-per-007345,6803,mx-sv-doc-002642,317,,1
mx-sv-per-003336,6804,mx-sv-doc-002642,86,Vecindad,1
mx-sv-per-003399,6804,mx-sv-doc-002642,86,Vecindad,1
mx-sv-per-006583,6805,mx-sv-doc-002642,317,Vecindad,1
mx-sv-per-003997,6806,mx-sv-doc-002643,86,,-1
mx-sv-per-003997,6807,mx-sv-doc-002643,86,,1
mx-sv-per-003999,6808,mx-sv-doc-002643,86,Vecindad,1
mx-sv-per-003005,6809,mx-sv-doc-002643,86,Vecindad,1
mx-sv-per-007347,6811,mx-sv-doc-002644,277,lugar anterior 1,-1
mx-sv-per-007347,6813,mx-sv-doc-002644,277,,1
mx-sv-per-006646,6815,mx-sv-doc-002644,277,vecino,1
mx-sv-per-006634,6816,mx-sv-doc-002644,277,vecino,1
mx-sv-per-007346,6810,mx-sv-doc-002645,86,,-1
mx-sv-per-007346,6812,mx-sv-doc-002645,86,,1
mx-sv-per-007349,6814,mx-sv-doc-002645,86,Vecindad,1
mx-sv-per-007350,6814,mx-sv-doc-002645,86,Vecindad,1
mx-sv-per-003207,6814,mx-sv-doc-002645,86,Vecindad,1
mx-sv-per-006696,6819,mx-sv-doc-002646,304,lugar anterior 1,-1
mx-sv-per-006696,6820,mx-sv-doc-002646,277,,1
mx-sv-per-006702,6821,mx-sv-doc-002646,304,vecino,1
mx-sv-per-006701,6822,mx-sv-doc-002646,277,vecino,1
mx-sv-per-007354,6823,mx-sv-doc-002646,304,vecino,1
mx-sv-per-007356,6824,mx-sv-doc-002647,277,vecino,1
mx-sv-per-007357,6825,mx-sv-doc-002647,277,vecino,1
mx-sv-per-007355,6826,mx-sv-doc-002647,277,lugar anterior 1,-1
mx-sv-per-007355,6827,mx-sv-doc-002647,277,,1
mx-sv-per-007359,6828,mx-sv-doc-002648,277,,1
mx-sv-per-007356,6829,mx-sv-doc-002648,277,vecino,1
mx-sv-per-007127,6830,mx-sv-doc-002648,277,vecino,1
mx-sv-per-007360,6831,mx-sv-doc-002649,277,lugar anterior 1,-1
mx-sv-per-007360,6832,mx-sv-doc-002649,277,,1
mx-sv-per-007362,6833,mx-sv-doc-002649,277,vecino,1
mx-sv-per-007131,6834,mx-sv-doc-002649,277,vecino,1
mx-sv-per-007365,6835,mx-sv-doc-002650,280,lugar anterior 1,-1
mx-sv-per-007365,6836,mx-sv-doc-002650,318,,1
mx-sv-per-007366,6837,mx-sv-doc-002650,280,vecino,1
mx-sv-per-007369,6838,mx-sv-doc-002651,277,,1
mx-sv-per-007131,6839,mx-sv-doc-002651,277,vecino,1
mx-sv-per-007370,6840,mx-sv-doc-002652,319,lugar anterior 1,-1
mx-sv-per-007370,6841,mx-sv-doc-002652,277,,1
mx-sv-per-007371,6842,mx-sv-doc-002652,319,vecino,1
mx-sv-per-007144,6843,mx-sv-doc-002652,320,vecino,1
mx-sv-per-007372,6844,mx-sv-doc-002652,319,vecino,1
mx-sv-per-007373,6845,mx-sv-doc-002653,277,,1
mx-sv-per-006688,6846,mx-sv-doc-002653,277,vecino,1
mx-sv-per-004713,6847,mx-sv-doc-002653,277,vecino,1
